Num,y
348775,1825.191267264433
348776,29549.529159535807
348777,1770.4142837767236
348778,36472.343061115615
348779,105356.7131494572
348780,182490.3826922684
348781,121969.42705928799
348782,289089.6278295255
348783,313950.8714203443
348784,16561.627322671524
348785,8582.081663404224
348786,16561.627322671524
348787,1770.4142837767236
348788,1770.4142837767236
348789,87021.33982191034
348790,36273.19793646208
348791,539719.8799254034
348792,398075.194576921
348793,1770.4142837767236
348794,1770.4142837767236
348795,1770.4142837767236
348796,1770.4142837767236
348797,1770.4142837767236
348798,98346.95184490635
348799,16561.627322671524
348800,1770.4142837767236
348801,3599.9014198298846
348802,1770.4142837767236
348803,1770.4142837767236
348804,1770.4142837767236
348805,7019.360352230478
348806,769967.0931520297
348807,36472.343061115615
348808,1168202.4397797023
348809,354462.46358222753
348810,35318.8190232955
348811,16561.627322671524
348812,1770.4142837767236
348813,37452.76059990856
348814,68486.60907289744
348815,92035.96288729871
348816,232985.74146370482
348817,99069.38454364428
348818,1770.4142837767236
348819,291916.58707672096
348820,16775.881707860153
348821,1770.4142837767236
348822,1770.4142837767236
348823,17269.632823739277
348824,1770.4142837767236
348825,1770.4142837767236
348826,1770.4142837767236
348827,1770.4142837767236
348828,128304.63448762619
348829,581758.0526876294
348830,302430.8503560381
348831,540536.5051913672
348832,36472.343061115615
348833,1770.4142837767236
348834,38783.69760785017
348835,136252.28417848152
348836,507097.04665703437
348837,1770.4142837767236
348838,1770.4142837767236
348839,1770.4142837767236
348840,7499.32094508069
348841,67806.87164335974
348842,16561.627322671524
348843,1770.4142837767236
348844,7571.562663291449
348845,237667.5983896398
348846,532735.683047601
348847,22560.76786050528
349519,1770.4142837767236
349520,28383.74953793875
349521,317644.0493940994
349522,29946.15697881554
349523,1770.4142837767236
349524,179766.63801665007
349525,99864.11890489387
349526,111819.80740263933
349527,115379.43748943195
349528,1770.4142837767236
349529,1770.4142837767236
349530,33223.793703854746
349531,273565.72161225637
349532,9315.4382264659
349533,1770.4142837767236
349534,197183.68062634897
349535,112586.42212266437
349536,536739.7196820386
349537,545107.9566297688
349538,1770.4142837767236
349539,119800.07739157198
349540,108494.00379306624
349541,1770.4142837767236
349542,9315.4382264659
349543,1770.4142837767236
349544,127566.04879061217
349545,1770.4142837767236
349546,8973.623794842366
349547,1770.4142837767236
349548,8973.623794842366
349549,8973.623794842366
349550,217696.92798371776
349551,1770.4142837767236
349552,9315.4382264659
349553,7019.360352230478
349554,1770.4142837767236
349555,31789.887974618996
349556,1770.4142837767236
349557,1770.4142837767236
349558,1770.4142837767236
349559,1770.4142837767236
349560,7019.360352230478
349561,1200171.6484206384
349562,111643.64044167056
349563,305267.8198357906
349564,1022809.7641201525
349565,112885.4504274278
349566,9469.121697623294
349567,9315.4382264659
349568,1770.4142837767236
349569,31581.21195679559
349570,1770.4142837767236
349571,1770.4142837767236
349572,2772240.70594666
349573,349563.749002914
349574,1770.4142837767236
349575,33223.793703854746
349576,299591.97145597433
349577,7571.562663291449
349578,1770.4142837767236
349579,29792.473507658146
349580,1770.4142837767236
349581,1770.4142837767236
349582,7571.562663291449
349583,126589.07868659096
349584,1770.4142837767236
349585,128293.32848008917
349586,1770.4142837767236
349587,1770.4142837767236
349588,199145.92703824688
349589,8555.638839581165
349590,201544.19827554547
349591,153967.65293840802
349592,128179.33753415738
349593,114420.56536915491
349594,111096.41415954925
349595,1770.4142837767236
349596,7295.581271706532
349597,3546.069107273512
349598,95980.34304194653
349599,1770.4142837767236
349600,31581.21195679559
349601,101186.46639987826
349602,179704.91426543554
349603,120094.85645575683
349604,29946.15697881554
349605,1770.4142837767236
349606,58082.97482198034
349607,103971.43864279268
349608,29946.15697881554
349609,1770.4142837767236
349610,116024.89617848622
349611,118197.50097125817
349612,202695.3731702345
349613,7019.360352230478
349614,1770.4142837767236
349615,1770.4142837767236
349616,1770.4142837767236
349617,7019.360352230478
349618,122233.02709787904
349619,1770.4142837767236
349620,1770.4142837767236
349621,3655.4238534678125
349622,1770.4142837767236
349623,1770.4142837767236
349624,94924.66896400462
349625,315692.53639368026
349626,9327.357661838143
349627,1102386.955115662
349628,289911.2213518536
349629,10102.022018123514
349630,198444.87861522808
349631,1770.4142837767236
349632,2356467.178216943
349633,71738.37141948081
349634,13578.363495648633
349635,726930.8736282737
349636,600558.9943288979
349637,615711.2128822379
349638,1370342.575006254
349639,148284.23643565303
349640,125414.31767985159
349641,1770.4142837767236
349642,1770.4142837767236
349643,1770.4142837767236
349644,7019.360352230478
349645,112206.8145953693
349646,1770.4142837767236
349647,9469.121697623294
349648,369332.5129446565
349649,122453.34814621137
349650,573092.9792352655
349651,264507.547981945
349652,118328.87967967344
349653,83315.08370221437
349654,1770.4142837767236
349655,7571.562663291449
349656,262315.1340633104
349657,594353.8067842845
349658,314619.1314765077
349659,7571.562663291449
349660,14539.888108394938
349661,1770.4142837767236
349662,1770.4142837767236
349663,127662.3475925345
349664,1770.4142837767236
349665,1770.4142837767236
349666,112949.10943668497
349667,1770.4142837767236
349668,1770.4142837767236
349669,1770.4142837767236
349670,157286.690565183
349671,720097.5706847444
349672,1770.4142837767236
349673,7913.377094914983
349674,1770.4142837767236
349675,9469.121697623294
349676,116681.14768940538
349677,195216.63510297958
349678,124701.4321047145
349679,272557.6363783593
349680,354795.21803452715
349681,1770.4142837767236
349682,1770.4142837767236
349683,1825.191267264433
349684,1770.4142837767236
349685,1770.4142837767236
349686,79448.1856150737
349687,8555.638839581165
349688,609865.0037105579
349689,391990.58474024356
349690,1770.4142837767236
349691,1770.4142837767236
349692,1770.4142837767236
349693,1770.4142837767236
349694,1770.4142837767236
349695,103905.18121575304
349696,1770.4142837767236
349697,1770.4142837767236
349698,1770.4142837767236
349699,1770.4142837767236
349700,1770.4142837767236
349701,1770.4142837767236
349702,1770.4142837767236
349703,804718.6906311166
349704,28383.74953793875
349705,1199203.0921527934
349706,354643.540129607
349707,8810.915159296654
349708,3269.811320512131
349709,1770.4142837767236
349710,27254.27176188255
349711,63825.56231046532
349712,111723.03766088978
349713,207237.31968495558
349714,101452.82271489776
349715,1770.4142837767236
349716,274059.66903253633
349717,7499.32094508069
349718,1770.4142837767236
349719,1770.4142837767236
349720,7571.562663291449
349721,1770.4142837767236
349722,1770.4142837767236
349723,1770.4142837767236
349724,1770.4142837767236
349725,126989.68489498235
349726,607036.9301334235
349727,271423.72502305976
349728,576317.8072214262
349729,9315.4382264659
349730,1770.4142837767236
349731,28383.74953793875
349732,148284.23643565303
349733,536097.3722274121
349734,1770.4142837767236
349735,1770.4142837767236
349736,1770.4142837767236
349737,1770.4142837767236
349738,31581.21195679559
349739,7571.562663291449
349740,1770.4142837767236
349741,1770.4142837767236
349742,208709.77447604964
349743,515827.7108038587
349744,7571.562663291449
349745,28383.74953793875
349746,319485.29006756766
349747,29946.15697881554
349748,1770.4142837767236
349749,179766.63801665007
349750,99864.11890489387
349751,111819.80740263933
349752,116527.89325028616
349753,1770.4142837767236
349754,1770.4142837767236
349755,33223.793703854746
349756,273565.72161225637
349757,9315.4382264659
349758,1222617.1862668567
349759,1770.4142837767236
349760,1770.4142837767236
349761,197183.68062634897
349762,113734.8778835186
349763,546534.2596431333
349764,557601.1878808117
349765,1770.4142837767236
349766,120948.53315242621
349767,108494.00379306624
349768,1770.4142837767236
349769,9315.4382264659
349770,1770.4142837767236
349771,128714.50455146637
349772,1770.4142837767236
349773,7019.360352230478
349774,1770.4142837767236
349775,8973.623794842366
349776,8973.623794842366
349777,217696.92798371776
349778,1770.4142837767236
349779,9315.4382264659
349780,7019.360352230478
349781,1770.4142837767236
349782,31789.887974618996
349783,1770.4142837767236
349784,1770.4142837767236
349785,1770.4142837767236
349786,1770.4142837767236
349787,1770.4142837767236
349788,1770.4142837767236
349789,111643.64044167056
349790,305267.8198357906
349791,1042891.2406881736
349792,114033.906188282
349793,9469.121697623294
349794,9315.4382264659
349795,1770.4142837767236
349796,31581.21195679559
349797,1770.4142837767236
349798,1770.4142837767236
349799,2830002.9812163585
349800,356027.7170756191
349801,8555.638839581165
349802,201544.19827554547
349803,300671.4474995844
349804,7571.562663291449
349805,1770.4142837767236
349806,29792.473507658146
349807,1770.4142837767236
349808,1770.4142837767236
349809,7571.562663291449
349810,127737.53444744518
349811,1770.4142837767236
349812,129441.7842409434
349813,1770.4142837767236
349814,1770.4142837767236
349815,199145.92703824688
349816,1770.4142837767236
349817,33223.793703854746
349818,153967.65293840802
349819,129327.7932950116
349820,114420.56536915491
349821,1770.4142837767236
349822,7295.581271706532
349823,3546.069107273512
349824,95980.34304194653
349825,1770.4142837767236
349826,101186.46639987826
349827,179704.91426543554
349828,121243.31221661106
349829,31581.21195679559
349830,7019.360352230478
349831,123381.48285873326
349832,1770.4142837767236
349833,58082.97482198034
349834,103971.43864279268
349835,29946.15697881554
349836,1770.4142837767236
349837,117173.35193934041
349838,119345.95673211239
349839,202695.3731702345
349840,7019.360352230478
349841,1770.4142837767236
349842,1770.4142837767236
349843,1770.4142837767236
349844,8973.623794842366
349845,29946.15697881554
349846,1770.4142837767236
349847,1770.4142837767236
349848,3655.4238534678125
349849,1770.4142837767236
349850,1770.4142837767236
349851,94924.66896400462
349852,321673.79038390145
349853,9327.357661838143
349854,1135106.77605501
349855,290990.69739546365
349856,10102.022018123514
349857,198444.87861522808
349858,2470700.503157818
349859,71738.37141948081
349860,13578.363495648633
349861,760859.0194142747
349862,636647.2349965333
349863,645972.8401439603
349864,1412602.8365062163
349865,148878.54208343665
349866,126562.7734407058
349867,1770.4142837767236
349868,1770.4142837767236
349869,1770.4142837767236
349870,7019.360352230478
349871,113355.27035622351
349872,1770.4142837767236
349873,9469.121697623294
349874,375796.48101736157
349875,123601.8039070656
349876,606220.8689617246
349877,264507.547981945
349878,119477.33544052766
349879,83315.08370221437
349880,1770.4142837767236
349881,7571.562663291449
349882,262315.1340633104
349883,624615.4340460071
349884,317539.848193586
349885,7571.562663291449
349886,14539.888108394938
349887,1770.4142837767236
349888,9469.121697623294
349889,1770.4142837767236
349890,112949.10943668497
349891,128810.80335338872
349892,1770.4142837767236
349893,1770.4142837767236
349894,1770.4142837767236
349895,157286.690565183
349896,766085.0157288685
349897,112244.86992040345
349898,1770.4142837767236
349899,7913.377094914983
349900,1770.4142837767236
349901,1770.4142837767236
349902,117829.6034502596
349903,195216.63510297958
349904,125849.88786556871
349905,272557.6363783593
349906,361259.1861072323
349907,1770.4142837767236
349908,1770.4142837767236
349909,1825.191267264433
349910,1770.4142837767236
349911,1770.4142837767236
349912,79448.1856150737
349913,8555.638839581165
349914,642992.8934370169
349915,1770.4142837767236
349916,1770.4142837767236
349917,1770.4142837767236
349918,1770.4142837767236
349919,1770.4142837767236
349920,1770.4142837767236
349921,1770.4142837767236
349922,103905.18121575304
349923,1770.4142837767236
349924,1770.4142837767236
349925,1770.4142837767236
349926,1770.4142837767236
349927,1770.4142837767236
349928,1770.4142837767236
349929,28383.74953793875
349930,841860.5899312075
349931,398373.5118826154
349932,1231895.2630063773
349933,358839.3945322785
349934,8810.915159296654
349935,3269.811320512131
349936,1770.4142837767236
349937,27254.27176188255
349938,63825.56231046532
349939,111723.03766088978
349940,207237.31968495558
349941,101452.82271489776
349942,274059.66903253633
349943,1770.4142837767236
349944,7499.32094508069
349945,7571.562663291449
349946,1770.4142837767236
349947,1770.4142837767236
349948,1770.4142837767236
349949,1770.4142837767236
349950,128138.14065583656
349951,640164.8198598825
349952,271423.72502305976
349953,609445.6969478852
349954,9315.4382264659
349955,1770.4142837767236
349956,28383.74953793875
349957,148878.54208343665
349958,1770.4142837767236
349959,1770.4142837767236
349960,1770.4142837767236
349961,1770.4142837767236
349962,1770.4142837767236
349963,31581.21195679559
349964,7571.562663291449
349965,546519.2469619107
349966,521810.3516276565
349967,208709.77447604964
349968,7571.562663291449
349969,1770.4142837767236
349970,1770.4142837767236
350191,1770.4142837767236
350192,35708.64167930275
350193,334733.4267672412
350194,47332.87444886852
350195,1770.4142837767236
350196,159938.93691461155
350197,102151.64340030965
350198,121772.72955258554
350199,130722.711674421
350200,1770.4142837767236
350201,1770.4142837767236
350202,67816.79728756417
350203,334156.06378059054
350204,29431.813098144354
350205,1770.4142837767236
350206,176029.9349393487
350207,110237.56076872846
350208,527700.9200918911
350209,543283.9564451905
350210,1770.4142837767236
350211,145840.53942883995
350212,106567.03950680773
350213,1770.4142837767236
350214,29188.868750022008
350215,7571.562663291449
350216,163611.2171944692
350217,7571.562663291449
350218,29217.558712955713
350219,6172.767187154818
350220,28974.614364833367
350221,29217.558712955713
350222,308121.92946841416
350223,15832.766466474866
350224,29431.813098144354
350225,16561.627322671524
350226,1770.4142837767236
350227,51942.954321943624
350228,1770.4142837767236
350229,1770.4142837767236
350230,16561.627322671524
350231,3655.4238534678125
350232,23040.950223381264
350233,1338612.348626045
350234,107577.36464322562
350235,351593.79233953333
350236,1040961.0553787368
350237,111265.24046523744
350238,48033.94758231359
350239,28974.614364833367
350240,1770.4142837767236
350241,50202.83319939449
350242,1770.4142837767236
350243,1770.4142837767236
350244,3005101.6502498365
350245,454484.18285856396
350246,7571.562663291449
350247,67820.10355645647
350248,348416.6303657072
350249,22529.370910107213
350250,1770.4142837767236
350251,46544.98532075364
350252,1770.4142837767236
350253,1770.4142837767236
350254,16561.627322671524
350255,162538.30522744474
350256,7571.562663291449
350257,157885.0944881501
350258,16561.627322671524
350259,7019.360352230478
350260,237450.34363262888
350261,28974.614364833367
350262,207999.99196501507
350263,161731.7486656865
350264,155349.05266560838
350265,112993.17833464814
350266,113246.15780681955
350267,1770.4142837767236
350268,16561.627322671524
350269,16561.627322671524
350270,105298.33862552684
350271,7571.562663291449
350272,49171.88485810203
350273,103985.60625537703
350274,161255.36882929195
350275,148771.15201392132
350276,29431.813098144354
350277,7571.562663291449
350278,83621.50737355255
350279,106847.79799984032
350280,47944.59143899099
350281,7571.562663291449
350282,126625.5865302249
350283,136107.79066401266
350284,226614.9171142865
350285,15206.911726927025
350286,1770.4142837767236
350287,1770.4142837767236
350288,7571.562663291449
350289,22281.071036041783
350290,146690.24442481718
350291,1770.4142837767236
350292,1770.4142837767236
350293,28974.614364833367
350294,7571.562663291449
350295,7571.562663291449
350296,99887.13599739042
350297,316487.2614555711
350298,29431.813098144354
350299,1279231.4198611462
350300,336119.0489315781
350301,44301.338145545655
350302,181175.38981932192
350303,1770.4142837767236
350304,2775689.5860513393
350305,93396.3687035502
350306,62161.26914891359
350307,949939.4836187471
350308,673034.7028737084
350309,832250.2662403275
350310,1452564.5862242368
350311,153985.5120749823
350312,154045.3336467665
350313,1770.4142837767236
350314,7571.562663291449
350315,1770.4142837767236
350316,16561.627322671524
350317,113071.0801259104
350318,3546.069107273512
350319,43710.27029386406
350320,472790.5037852457
350321,139152.31452123428
350322,632937.296764085
350323,318140.71092412906
350324,129637.24477122037
350325,99465.48017385534
350326,1770.4142837767236
350327,17598.38958688019
350328,324759.596687754
350329,861018.8634465534
350330,351525.2808374537
350331,29188.868750022008
350332,41763.718904975605
350333,1770.4142837767236
350334,15832.766466474866
350335,154669.5690467012
350336,1770.4142837767236
350337,1770.4142837767236
350338,118066.92481314031
350339,16561.627322671524
350340,1770.4142837767236
350341,1770.4142837767236
350342,162599.7647385639
350343,942750.6879828236
350344,1770.4142837767236
350345,16775.881707860153
350346,1770.4142837767236
350347,29217.558712955713
350348,128995.34136936815
350349,209157.40468587176
350350,153092.78225602204
350351,315845.4269382703
350352,456295.4963797733
350353,16561.627322671524
350354,7571.562663291449
350355,16561.627322671524
350356,1770.4142837767236
350357,6543.287801276683
350358,95483.46984310672
350359,29217.558712955713
350360,659998.9139974434
350361,482916.3265673793
350362,1770.4142837767236
350363,1770.4142837767236
350364,1770.4142837767236
350365,1770.4142837767236
350366,1770.4142837767236
350367,102234.42614258741
350368,7571.562663291449
350369,1770.4142837767236
350370,1770.4142837767236
350371,1770.4142837767236
350372,1770.4142837767236
350373,1770.4142837767236
350374,1770.4142837767236
350375,967581.5790215491
350376,36207.34148903513
350377,1249330.92308203
350378,432949.1536816738
350379,28974.614364833367
350380,16561.627322671524
350381,1770.4142837767236
350382,32788.60572667727
350383,57823.38142243961
350384,117759.94809661947
350385,265570.20085762657
350386,104537.542036585
350387,1770.4142837767236
350388,319176.8090250171
350389,21679.68195462212
350390,1770.4142837767236
350391,1770.4142837767236
350392,29188.868750022008
350393,1770.4142837767236
350394,1770.4142837767236
350395,1770.4142837767236
350396,1770.4142837767236
350397,154843.95557208764
350398,689083.7095535563
350399,331098.5109974766
350400,631838.5355015508
350401,35213.23266505444
350402,1770.4142837767236
350403,46223.60940436803
350404,160929.61756204566
350405,552249.9414916327
350406,1770.4142837767236
350407,1770.4142837767236
350408,1770.4142837767236
350409,7571.562663291449
350410,49679.559936106765
350411,16561.627322671524
350412,1770.4142837767236
350413,3655.4238534678125
350414,304068.7975407669
350415,515237.99618180766
350416,28974.614364833367
350417,35708.64167930275
350418,336344.934894285
350419,47332.87444886852
350420,1770.4142837767236
350421,160666.25945591228
350422,102151.64340030965
350423,121772.72955258554
350424,130722.711674421
350425,1770.4142837767236
350426,1770.4142837767236
350427,67816.79728756417
350428,335767.57190763426
350429,29431.813098144354
350430,1354890.2652051833
350431,1770.4142837767236
350432,1770.4142837767236
350433,176757.25748064942
350434,110237.56076872846
350435,537278.4097709368
350436,552861.4461242361
350437,1770.4142837767236
350438,149334.03957794112
350439,106567.03950680773
350440,1770.4142837767236
350441,29188.868750022008
350442,7571.562663291449
350443,164338.53973576994
350444,7571.562663291449
350445,23040.950223381264
350446,15832.766466474866
350447,28974.614364833367
350448,29217.558712955713
350449,316968.5645771644
350450,15832.766466474866
350451,29431.813098144354
350452,16561.627322671524
350453,1770.4142837767236
350454,51942.954321943624
350455,1770.4142837767236
350456,1770.4142837767236
350457,16561.627322671524
350458,3655.4238534678125
350459,7571.562663291449
350460,6172.767187154818
350461,107577.36464322562
350462,353205.3004665771
350463,1058525.1309953458
350464,111265.24046523744
350465,48033.94758231359
350466,28974.614364833367
350467,1770.4142837767236
350468,50202.83319939449
350469,1770.4142837767236
350470,1770.4142837767236
350471,3061034.983162424
350472,458045.62407202506
350473,28974.614364833367
350474,207999.99196501507
350475,350028.138492751
350476,22529.370910107213
350477,1770.4142837767236
350478,46544.98532075364
350479,1770.4142837767236
350480,1770.4142837767236
350481,16561.627322671524
350482,163265.62776874547
350483,7571.562663291449
350484,157885.0944881501
350485,16561.627322671524
350486,7019.360352230478
350487,237450.34363262888
350488,1770.4142837767236
350489,67820.10355645647
350490,162459.0712069872
350491,155349.05266560838
350492,112993.17833464814
350493,1770.4142837767236
350494,16561.627322671524
350495,16561.627322671524
350496,105298.33862552684
350497,7571.562663291449
350498,103985.60625537703
350499,161982.69137059269
350500,151593.43017780865
350501,49171.88485810203
350502,22281.071036041783
350503,146690.24442481718
350504,7571.562663291449
350505,83621.50737355255
350506,106847.79799984032
350507,47944.59143899099
350508,7571.562663291449
350509,126625.5865302249
350510,136107.79066401266
350511,226614.9171142865
350512,15206.911726927025
350513,1770.4142837767236
350514,1770.4142837767236
350515,7571.562663291449
350516,29217.558712955713
350517,29431.813098144354
350518,1770.4142837767236
350519,1770.4142837767236
350520,28974.614364833367
350521,7571.562663291449
350522,7571.562663291449
350523,99887.13599739042
350524,324119.9210036991
350525,29431.813098144354
350526,1295509.3364402845
350527,337730.5570586219
350528,44301.338145545655
350529,181902.71236062265
350530,2807740.348474511
350531,93396.3687035502
350532,62161.26914891359
350533,949939.4836187471
350534,675900.965338445
350535,832250.2662403275
350536,1452867.7030610985
350537,153985.5120749823
350538,154045.3336467665
350539,1770.4142837767236
350540,7571.562663291449
350541,1770.4142837767236
350542,16561.627322671524
350543,113071.0801259104
350544,3546.069107273512
350545,43710.27029386406
350546,476351.9449987068
350547,139152.31452123428
350548,642514.7864431307
350549,319752.2190511728
350550,129637.24477122037
350551,99465.48017385534
350552,1770.4142837767236
350553,17598.38958688019
350554,332392.25623588194
350555,861018.8634465534
350556,353136.7889644975
350557,29188.868750022008
350558,41763.718904975605
350559,1770.4142837767236
350560,29217.558712955713
350561,1770.4142837767236
350562,118066.92481314031
350563,154669.5690467012
350564,16561.627322671524
350565,1770.4142837767236
350566,1770.4142837767236
350567,163327.08727986465
350568,942750.6879828236
350569,113246.15780681955
350570,1770.4142837767236
350571,16775.881707860153
350572,1770.4142837767236
350573,1770.4142837767236
350574,128995.34136936815
350575,209157.40468587176
350576,153092.78225602204
350577,315845.4269382703
350578,459856.9375932344
350579,16561.627322671524
350580,7571.562663291449
350581,16561.627322671524
350582,1770.4142837767236
350583,6543.287801276683
350584,95483.46984310672
350585,29217.558712955713
350586,662865.1764621799
350587,1770.4142837767236
350588,1770.4142837767236
350589,1770.4142837767236
350590,1770.4142837767236
350591,1770.4142837767236
350592,1770.4142837767236
350593,1770.4142837767236
350594,102234.42614258741
350595,7571.562663291449
350596,1770.4142837767236
350597,1770.4142837767236
350598,1770.4142837767236
350599,1770.4142837767236
350600,1770.4142837767236
350601,36207.34148903513
350602,972848.3993087128
350603,489344.03024557687
350604,1254533.7049281837
350605,434560.66180871765
350606,28974.614364833367
350607,16561.627322671524
350608,1770.4142837767236
350609,32788.60572667727
350610,57823.38142243961
350611,117759.94809661947
350612,265570.20085762657
350613,104537.542036585
350614,320788.3171520608
350615,1770.4142837767236
350616,21679.68195462212
350617,29188.868750022008
350618,1770.4142837767236
350619,1770.4142837767236
350620,1770.4142837767236
350621,1770.4142837767236
350622,154843.95557208764
350623,689083.7095535563
350624,332710.01912452036
350625,641416.0251805965
350626,35213.23266505444
350627,1770.4142837767236
350628,46223.60940436803
350629,161656.9401033464
350630,1770.4142837767236
350631,1770.4142837767236
350632,1770.4142837767236
350633,1770.4142837767236
350634,7571.562663291449
350635,49679.559936106765
350636,16561.627322671524
350637,561827.4311706785
350638,524815.4858608535
350639,312915.4326495171
350640,28974.614364833367
350641,1770.4142837767236
350642,3655.4238534678125
350643,176757.25748064942
350644,67816.79728756417
350645,1770.4142837767236
350646,1770.4142837767236
350647,35708.64167930275
350648,344093.29445362766
350649,47332.87444886852
350650,160666.25945591228
350651,104831.4708865628
350652,123580.79716786442
350653,134684.8534631736
350654,1770.4142837767236
350655,1770.4142837767236
350656,148844.31859829088
350657,119032.15854979743
350658,544377.1776709398
350659,563377.0075628516
350660,1770.4142837767236
350661,152002.28959296847
350662,109321.4628876871
350663,1770.4142837767236
350664,29188.868750022008
350665,7571.562663291449
350666,164338.53973576994
350667,7571.562663291449
350668,29217.558712955713
350669,84513.92641582093
350670,362317.183956464
350671,321027.3373456577
350672,15832.766466474866
350673,29431.813098144354
350674,16561.627322671524
350675,1770.4142837767236
350676,51942.954321943624
350677,1770.4142837767236
350678,1770.4142837767236
350679,16561.627322671524
350680,3655.4238534678125
350681,23040.950223381264
350682,6172.767187154818
350683,109839.43146583944
350684,343515.931466977
350685,1110842.558438955
350686,120059.83824630642
350687,48033.94758231359
350688,28974.614364833367
350689,1770.4142837767236
350690,50202.83319939449
350691,1770.4142837767236
350692,1770.4142837767236
350693,3052508.504268669
350694,469805.53466234426
350695,7571.562663291449
350696,1380916.594379504
350697,29431.813098144354
350698,67820.10355645647
350699,22529.370910107213
350700,1770.4142837767236
350701,46544.98532075364
350702,1770.4142837767236
350703,1770.4142837767236
350704,16561.627322671524
350705,163265.62776874547
350706,7571.562663291449
350707,157885.0944881501
350708,16561.627322671524
350709,7019.360352230478
350710,237450.34363262888
350711,28974.614364833367
350712,359140.0219826379
350713,162459.0712069872
350714,155349.05266560838
350715,115255.24515726199
350716,1770.4142837767236
350717,16561.627322671524
350718,16561.627322671524
350719,107560.4054481407
350720,7571.562663291449
350721,49171.88485810203
350722,106211.43453429524
350723,161982.69137059269
350724,153747.50435128238
350725,28974.614364833367
350726,1770.4142837767236
350727,109109.86482245417
350728,47944.59143899099
350729,7571.562663291449
350730,131262.82495321182
350731,138776.04067904004
350732,226614.9171142865
350733,15206.911726927025
350734,1770.4142837767236
350735,1770.4142837767236
350736,7571.562663291449
350737,22281.071036041783
350738,29431.813098144354
350739,1770.4142837767236
350740,7571.562663291449
350741,28974.614364833367
350742,7571.562663291449
350743,7571.562663291449
350744,102112.9642763086
350745,334502.47945360106
350746,29431.813098144354
350747,1312463.8762969982
350748,344992.28024644556
350749,44301.338145545655
350750,181902.71236062265
350751,1770.4142837767236
